CsiNumber,Symbol,Name,Exchange,IsActive,StartDate,EndDate,Sector,Industry,ConversionFactor,SwitchCfDate,PreSwitchCf,LastVolume,Type,ChildExchange,Currency
83162,MLN,"Market Vectors LB AMT-Free Lg Muncpl Idx",NYSE,1,2008-01-10,2015-09-17,,,2,,,6500,Exchange-Traded Fund,NYSE ARCA,USD
83168,GCC,"Greenhaven Continuous Commodity Idx Fund",NYSE,1,2008-01-24,2015-09-17,,,2,,,29600,Exchange-Traded Fund,NYSE ARCA,USD
83169,BJK,"Market Vectors",AMEX,1,2008-01-24,2015-09-17,,,2,,,17400,Exchange-Traded Fund,NYSE ARCA,USD
83171,EDV,"Vanguard Extended Duration World Funds",NYSE,1,2008-01-29,2015-09-17,,,2,,,25800,Exchange-Traded Fund,NYSE ARCA,USD
83185,HAO,"Guggenheim China Small Cap ETF",NYSE,1,2008-01-30,2015-09-17,,,2,,,65100,Exchange-Traded Fund,NYSE ARCA,USD
83191,PGX,"Powershares Preferred Portfolio Trust II",NYSE,1,2008-01-31,2015-09-17,,,2,,,1019300,Exchange-Traded Fund,NYSE ARCA,USD
83207,GIY,"Guggenheim Enhanced Core Bond ETF",AMEX,0,2008-02-12,2014-03-07,,,2,,,,Exchange-Traded Fund,,USD
83208,GSY,"Gugm Enh Sht Drn",AMEX,1,2008-02-12,2015-09-17,,,2,,,126900,Exchange-Traded Fund,NYSE ARCA,USD
83256,CEW,"Ishares Eq Wt Banc & Lifeco ETF",TSX,1,2008-02-13,2015-09-17,,,2,,,27300,Exchange-Traded Fund,Toronto Stock Exchange,CAD
83258,CLF,"Ishares 1-5 Yr Ladderd Govt Bond Inx ETF",TSX,1,2008-02-13,2015-09-17,,,2,,,110700,Exchange-Traded Fund,Toronto Stock Exchange,CAD
83274,GRU,"AB Svnk Ek Ele Lk MLCX Grains Idx Totret",NYSE,1,2008-02-15,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
83281,FUE,"AB Svnk Ek Elelk MLCX Biofuels Idxtotret",NYSE,1,2008-02-15,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
83284,CMR,"Ishares Premium Money Market ETF",TSX,1,2008-02-19,2015-09-17,,,2,,,100,Exchange-Traded Fund,Toronto Stock Exchange,CAD
83288,DWX,"SPDR S&P International Dividend",NYSE,1,2008-02-20,2015-09-17,,,2,,,175400,Exchange-Traded Fund,NYSE ARCA,USD
83309,EPI,"Wisdomtree India Earnings Fund",NYSE,1,2008-02-26,2015-09-17,,,2,,,7739900,Exchange-Traded Fund,NYSE ARCA,USD
83323,UGA,"United States Gasoline Fund LP",AMEX,1,2008-02-28,2015-09-17,,,2,,,59900,Exchange-Traded Fund,NYSE ARCA,USD
83324,SMB,"Mkt Vctrs-Lhmn Brts AMT-Fre Sht Mcpl Idx",AMEX,1,2008-02-28,2015-09-17,,,2,,,31900,Exchange-Traded Fund,NYSE ARCA,USD
83506,HAD,"Horizons Btapro DJ-AIGSM Agr Br Pls ETF",TSX,0,2008-03-12,2010-08-17,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
83517,WIP,"Spdr Db Int Govt",AMEX,1,2008-03-19,2015-09-17,,,2,,,47700,Exchange-Traded Fund,NYSE ARCA,USD
83618,TLL,"Proshares Ultrashort Telecommunications",AMEX,0,2008-04-01,2015-09-14,,,2,,,,Exchange-Traded Fund,NYSE ARCA,USD
83749,UHN,"Us Dsl-Htng Oil",AMEX,1,2008-04-10,2015-09-17,,,2,,,1100,Exchange-Traded Fund,NYSE ARCA,USD
83790,KWT,"Market Vectors--Solar Energy",NYSE,1,2008-04-23,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
84016,DOD,"DB ELEMENTS Dogs Dw TR Idx Nt 14-Nov-22",NYSE,1,2007-11-08,2015-09-17,,,2,,,3700,Exchange-Traded Fund,NYSE ARCA,USD
84069,BKF,"Ishares MSCI BRIC Index Fund",NYSE,1,2007-11-20,2015-09-17,,,2,,,29000,Exchange-Traded Fund,NYSE ARCA,USD
84070,ECH,"Ishares MSCI Chile Capped ETF",NYSE,1,2007-11-20,2015-09-17,,,2,,,256700,Exchange-Traded Fund,NYSE ARCA,USD
84071,AIA,"Ishares S&P Asia 50 Index Fund",NYSE,1,2007-11-20,2015-09-17,,,2,,,58500,Exchange-Traded Fund,NYSE ARCA,USD
84197,IEUS,"Ishares Msci Ecl",OTC,1,2007-12-27,2015-09-17,,,2,,,6500,Exchange-Traded Fund,Nasdaq Global Market,USD
84198,IFNA,"Ishares North America Real Estate",OTC,1,2007-12-27,2015-09-17,,,2,,,0,Exchange-Traded Fund,Nasdaq Global Market,USD
84199,IFGL,"Ishares Tr FTSE EPRA NAREIT Gbrlus Indfd",OTC,1,2007-12-27,2015-09-17,,,2,,,42700,Exchange-Traded Fund,Nasdaq Global Market,USD
84200,IFEU,"Ishares Tr FTSE EPRA NAREIT Erop Indx Fd",OTC,1,2007-12-27,2015-09-17,,,2,,,6500,Exchange-Traded Fund,Nasdaq Global Market,USD
84793,RWJ,"REVENUESHARES SM CP",NYSE,1,2008-02-22,2015-09-17,,,2,,,15500,Exchange-Traded Fund,NYSE ARCA,USD
84843,ACWI,"Ishares MSCI ACWI",OTC,1,2008-03-28,2015-09-17,,,2,,,1704700,Exchange-Traded Fund,Nasdaq Global Market,USD
84846,ACWX,"Ishares MSCI ACWI Ex US",OTC,1,2008-04-01,2015-09-17,,,2,,,753300,Exchange-Traded Fund,Nasdaq Global Market,USD
84855,PNXQ,"Pwr Shrs Etf Nxq",OTC,0,2008-04-03,2010-12-14,,,2,,,,Exchange-Traded Fund,,USD
85010,GCE,"Cm Cef Gs Cnctsm Etn Idx Lkd Nts",NYSE,1,2007-12-10,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85015,IGF,"Ishares S&P Glbal Infrastructure Idx Fnd",NYSE,1,2007-12-12,2015-09-17,,,2,,,67800,Exchange-Traded Fund,NYSE ARCA,USD
85016,TOK,"Ishares MSCI Kokusai Index",NYSE,1,2007-12-12,2015-09-17,,,2,,,1800,Exchange-Traded Fund,NYSE ARCA,USD
85017,SCZ,"Ishares MSCI EAFE Small Cap Index Fund",NYSE,1,2007-12-12,2015-09-17,,,2,,,697200,Exchange-Traded Fund,NYSE ARCA,USD
85019,TAO,"Guggenheim China Real Estate ETF",NYSE,1,2007-12-18,2015-09-17,,,2,,,1700,Exchange-Traded Fund,NYSE ARCA,USD
85020,EMB,"Ishares JP Morgan USD Emerging Markets B",NYSE,1,2007-12-19,2015-09-17,,,2,,,685400,Exchange-Traded Fund,NYSE ARCA,USD
85023,SCJ,"Ishares MSCI Japan Small Cap Index Fund",NYSE,1,2007-12-27,2015-09-17,,,2,,,41000,Exchange-Traded Fund,NYSE ARCA,USD
85024,GBB,"BRCLYS Ipath GBP/USD Exchange Rate ETN",NYSE,1,2007-12-27,2015-09-17,,,2,,,1000,Exchange-Traded Fund,NYSE ARCA,USD
85031,PBP,"Powershares S&P 500 Buywrite Portfolio",NYSE,1,2007-12-27,2015-09-17,,,2,,,76100,Exchange-Traded Fund,NYSE ARCA,USD
85032,JJM,"Bar Ipa Blom Itl",NYSE,1,2007-12-27,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85033,MGV,"Vanguard Mega Cap 300 Value Index",NYSE,1,2007-12-27,2015-09-17,,,2,,,53800,Exchange-Traded Fund,NYSE ARCA,USD
85034,MGC,"Vanguard Mega Cap 300 Index",NYSE,1,2007-12-27,2015-09-17,,,2,,,22100,Exchange-Traded Fund,NYSE ARCA,USD
85035,MGK,"Vanguard Mega Cap 300 Growth Index",NYSE,1,2007-12-27,2015-09-17,,,2,,,154000,Exchange-Traded Fund,NYSE ARCA,USD
85036,JYN,"Brclys Bnk Ipath JPY/USD Exch Rate ETN",NYSE,1,2007-12-27,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85037,ERO,"BRCLYS Ipath EUR/USD Exchange Rate ETN",NYSE,1,2007-12-27,2015-09-17,,,2,,,300,Exchange-Traded Fund,NYSE ARCA,USD
85038,GSC,"GS Cnct S&P GSCI Enhcdcmd Trstgy Indxetn",NYSE,1,2007-12-27,2015-09-17,,,2,,,106100,Exchange-Traded Fund,NYSE ARCA,USD
85039,PIZ,"Pws Dw Dv Mk Mmn",NYSE,1,2008-01-07,2015-09-17,,,2,,,133200,Exchange-Traded Fund,NYSE ARCA,USD
85040,PIE,"Pws Emrg Mkt Mmn",NYSE,1,2008-01-07,2015-09-17,,,2,,,145900,Exchange-Traded Fund,NYSE ARCA,USD
85041,KOL,"Van Eck Global Market Vectors Coal",NYSE,1,2008-01-15,2015-09-17,,,2,,,30800,Exchange-Traded Fund,NYSE ARCA,USD
85050,DZZ,"DB Gold Double S",NYSE,1,2008-02-28,2015-09-17,,,2,,,344800,Exchange-Traded Fund,NYSE ARCA,USD
85051,DGP,"DB Gold Double L",NYSE,1,2008-02-28,2015-09-17,,,2,,,150700,Exchange-Traded Fund,NYSE ARCA,USD
85052,DGZ,"DB Gold Short ET",NYSE,1,2008-02-29,2015-09-17,,,2,,,97600,Exchange-Traded Fund,NYSE ARCA,USD
85055,PIN,"Powershares India Portfolio",NYSE,1,2008-03-05,2015-09-17,,,2,,,1096500,Exchange-Traded Fund,NYSE ARCA,USD
85056,RWL,"Revenueshares Large Cap",NYSE,1,2008-03-07,2015-09-17,,,2,,,13300,Exchange-Traded Fund,NYSE ARCA,USD
85057,RWK,"Revenueshares Mid Cap",NYSE,1,2008-03-07,2015-09-17,,,2,,,8800,Exchange-Traded Fund,NYSE ARCA,USD
85059,CNY,"Market Vectors-Renminbi/USD ETN",NYSE,1,2008-03-17,2015-09-17,,,2,,,3500,Exchange-Traded Fund,NYSE ARCA,USD
85062,INR,"Morgan Stanley Mrkt Vctors-Rupee/USD ETN",NYSE,1,2008-03-18,2015-09-17,,,2,,,19800,Exchange-Traded Fund,NYSE ARCA,USD
85064,EIS,"Ishares MSCI Isral Cpd Invstbl Mkt Ix Fd",NYSE,1,2008-03-28,2015-09-17,,,2,,,16100,Exchange-Traded Fund,NYSE ARCA,USD
85067,UCI,"E-TRACS UBS Bloomberg CMCI",NYSE,1,2008-04-02,2015-09-17,,,2,,,5800,Exchange-Traded Fund,NYSE ARCA,USD
85068,THD,"Ishares MSCI Thailand Capped ETF",NYSE,1,2008-04-01,2015-09-17,,,2,,,211800,Exchange-Traded Fund,NYSE ARCA,USD
85069,TUR,"Ishares MSCI Turky Invstbl Mkt Idx Fnd",NYSE,1,2008-03-28,2015-09-17,,,2,,,463800,Exchange-Traded Fund,NYSE ARCA,USD
85071,UAG,"E-TRACS UBS Bloomberg CMCI Agriculture",NYSE,1,2008-04-04,2015-09-17,,,2,,,100,Exchange-Traded Fund,NYSE ARCA,USD
85072,UBN,"E-TRACS UBS Bloomberg CMCI Energy",NYSE,1,2008-04-04,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85073,UBM,"E-TRACS UBS Bloomberg CMCI Indstrl Mtls",NYSE,1,2008-04-04,2015-09-17,,,2,,,4100,Exchange-Traded Fund,NYSE ARCA,USD
85074,FUD,"E-TRACS UBS Bloomberg CMCI Food",NYSE,1,2008-04-04,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85075,UBC,"E-TRACS UBS Bloomberg CMCI Livestock",NYSE,1,2008-04-04,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85076,UBG,"E-TRACS UBS Bloomberg CMCI Gold",NYSE,1,2008-04-04,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85077,USV,"E-TRACS UBS Bloomberg CMCI Silver",NYSE,1,2008-04-04,2015-09-17,,,2,,,500,Exchange-Traded Fund,NYSE ARCA,USD
85079,AGF,"DB Agriculture L",NYSE,1,2008-04-15,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85080,ADZ,"DB Agriculture S",NYSE,1,2008-04-16,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85081,DAG,"DB Agriculture D",NYSE,1,2008-04-15,2015-09-17,,,2,,,6400,Exchange-Traded Fund,NYSE ARCA,USD
85083,TAN,"Guggenheim Solar ETF",NYSE,1,2008-04-15,2015-09-17,,,2,,,76000,Exchange-Traded Fund,NYSE ARCA,USD
85093,ICI,"Barclays PLC Ipath. Optmzd Crncy Cry ETN",NYSE,1,2008-04-17,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85109,PTM,"E-TRACS UBS Long Platinum ETN",NYSE,1,2008-05-09,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85314,DDP,"DB Commodity Sho",NYSE,1,2008-05-22,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85316,DPU,"DB Commodity Lon",NYSE,1,2008-05-22,2015-09-17,,,2,,,400,Exchange-Traded Fund,NYSE ARCA,USD
85317,LTL,"Proshares Trust Ultra Telecommnctns",NYSE,1,2008-05-22,2015-09-17,,,2,,,300,Exchange-Traded Fund,NYSE ARCA,USD
85332,DEE,"DB Commodity Dou",NYSE,1,2008-04-30,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85334,ICN,"Wdtr Indn Rup St",NYSE,1,2008-05-22,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85337,CYB,"Wdmtr Chns Yn St",AMEX,1,2008-05-22,2015-09-17,,,2,,,69200,Exchange-Traded Fund,NYSE ARCA,USD
85338,BZF,"Wdmtr Brln Rl St",AMEX,1,2008-05-22,2015-09-17,,,2,,,11000,Exchange-Traded Fund,NYSE ARCA,USD
85340,EU,"Wisdomtree Dreyfus Euro Fund",NYSE,0,2008-05-22,2015-02-11,,,2,,,,Exchange-Traded Fund,NYSE ARCA,USD
85342,DYY,"DB Commodity Dou",NYSE,1,2008-05-22,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
85343,MDD,"SPDR S&P International Mid Cap",NYSE,1,2008-05-22,2015-09-17,,,2,,,2400,Exchange-Traded Fund,NYSE ARCA,USD
85344,DRR,"MS Market Vectors Double Short Euro ETN",NYSE,1,2008-05-22,2015-09-17,,,2,,,1400,Exchange-Traded Fund,NYSE ARCA,USD
85345,URR,"MS Market Vectors Double Long Euro ETN",AMEX,1,2008-05-22,2015-09-17,,,2,,,100,Exchange-Traded Fund,NYSE ARCA,USD
85346,GRI,"Cohen & Steers Global Realty Majors",NYSE,1,2008-05-22,2015-09-17,,,2,,,2500,Exchange-Traded Fund,NYSE ARCA,USD
85347,RWO,"SPDR DJ Wilshire Global Real Estate",NYSE,1,2008-05-22,2015-09-17,,,2,,,378100,Exchange-Traded Fund,NYSE ARCA,USD
85348,EWX,"SPDR Idx Shrs Fnd S&P Emrg Mkts Sml Cp",NYSE,1,2008-05-22,2015-09-17,,,2,,,159100,Exchange-Traded Fund,NYSE ARCA,USD
85349,PST,"Proshares Trst Ultsht Lhmn 7-10 Yr Trsry",NYSE,1,2008-05-22,2015-09-17,,,2,,,118800,Exchange-Traded Fund,NYSE ARCA,USD
85350,TBT,"Proshares Trst Ultsht Lhmn 20+ Yr Trsry",NYSE,1,2008-05-22,2015-09-17,,,2,,,4011500,Exchange-Traded Fund,NYSE ARCA,USD
85616,FRN,"Guggenheim Frontier Markets ETF",NYSE,1,2008-06-13,2015-09-17,,,2,,,16700,Exchange-Traded Fund,NYSE ARCA,USD
85680,PNQI,"Powershares NASDAQ Internet Portfolio",OTC,1,2008-06-13,2015-09-17,,,2,,,6300,Exchange-Traded Fund,Nasdaq Global Market,USD
85690,DTO,"DB Crude Oil Dou",NYSE,1,2008-06-17,2015-09-17,,,2,,,61600,Exchange-Traded Fund,NYSE ARCA,USD
85692,LSC,"Elements S&P CTI Indx",NYSE,1,2008-06-11,2015-09-17,,,2,,,53600,Exchange-Traded Fund,NYSE ARCA,USD
86244,WOOD,"Ishares Global Timber & Forestry",OTC,1,2008-06-25,2015-09-17,,,2,,,17800,Exchange-Traded Fund,Nasdaq Global Market,USD
86245,NUCL,"Ishares Global Nuclear Energy",OTC,0,2008-06-25,2014-10-14,,,2,,,,Exchange-Traded Fund,,USD
86246,ICLN,"Ishares Global Clean Energy",OTC,1,2008-06-25,2015-09-17,,,2,,,13000,Exchange-Traded Fund,Nasdaq Global Market,USD
86280,FAN,"FIRST TR ISE GLOBAL WIND ENERGY INDEX FD",NYSE,1,2008-06-27,2015-09-17,,,2,,,13300,Exchange-Traded Fund,NYSE ARCA,USD
86447,FCHI,"Ishares FTSE China",OTC,1,2008-06-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,Nasdaq Global Market,USD
86452,BDD,"DB Base Metals D",NYSE,1,2008-06-18,2015-09-17,,,2,,,2400,Exchange-Traded Fund,NYSE ARCA,USD
86453,AUNZ,"Wisdomtree Dreyfus New Zealand Dollar Fd",NYSE,1,2008-06-25,2015-09-17,,,2,,,4600,Exchange-Traded Fund,NYSE ARCA,USD
86454,BOM,"DB Base Metals D",NYSE,1,2008-06-18,2015-09-17,,,2,,,1000,Exchange-Traded Fund,NYSE ARCA,USD
86455,BOS,"DB Base Metals S",NYSE,1,2008-06-18,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86456,GRN,"Ipath Global Carbon",NYSE,1,2008-06-25,2015-09-17,,,2,,,1200,Exchange-Traded Fund,NYSE ARCA,USD
86457,JJP,"Bar Ipa Blom Pmt",NYSE,1,2008-06-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86458,JJS,"Bar Ipa Blom Sft",NYSE,1,2008-06-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86459,JJT,"Bar Ipa Blom Tin",NYSE,1,2008-06-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86460,JJU,"Bar Ipa Blom Alu",NYSE,1,2008-06-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86461,JO,"Bar Ipa Blom Cof",NYSE,1,2008-06-25,2015-09-17,,,2,,,94500,Exchange-Traded Fund,NYSE ARCA,USD
86462,LD,"Bar Ipa Blom Led",NYSE,1,2008-06-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86463,NIB,"Bar Ipa Blom Coc",NYSE,1,2008-06-25,2015-09-17,,,2,,,14800,Exchange-Traded Fund,NYSE ARCA,USD
86464,OLO,"DB Crude Oil Lon",NYSE,1,2008-06-19,2015-09-17,,,2,,,16500,Exchange-Traded Fund,NYSE ARCA,USD
86465,PGD,"Barclays Asian And Gulf Currncy Revalutn",NYSE,1,2008-06-18,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
86466,PGM,"Bar Ipa Blom Plt",NYSE,1,2008-06-25,2015-09-17,,,2,,,700,Exchange-Traded Fund,NYSE ARCA,USD
86467,SGG,"Bar Ipa Blom Sug",NYSE,1,2008-06-25,2015-09-17,,,2,,,59100,Exchange-Traded Fund,NYSE ARCA,USD
86468,SZO,"DB Crude Oil Sho",NYSE,1,2008-06-18,2015-09-17,,,2,,,1500,Exchange-Traded Fund,NYSE ARCA,USD
86470,VT,"Vanguard Total World Stock",NYSE,1,2008-06-26,2015-09-17,,,2,,,407300,Exchange-Traded Fund,NYSE ARCA,USD
86628,SEF,"Proshares Trust Short Financials",NYSE,1,2008-06-12,2015-09-17,,,2,,,11400,Exchange-Traded Fund,NYSE ARCA,USD
86629,DDG,"Proshares Trust Short Oil & Gas",NYSE,1,2008-06-18,2015-09-17,,,2,,,3800,Exchange-Traded Fund,NYSE ARCA,USD
86630,BAL,"Bar Ipa Blom Cot",NYSE,1,2008-06-25,2015-09-17,,,2,,,5700,Exchange-Traded Fund,NYSE ARCA,USD
86638,GULF,"WISDOMTREE",OTC,1,2008-07-16,2015-09-17,,,2,,,29400,Exchange-Traded Fund,Nasdaq Global Market,USD
86639,AFK,"MV AFRICA ETF",NYSE,1,2008-07-14,2015-09-17,,,2,,,13600,Exchange-Traded Fund,NYSE ARCA,USD
86692,HJD,"Horizons Btpr MSCI Emggmkts Bear Pls ETF",TSX,0,2008-07-24,2015-03-10,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
86693,HDD,"Horizons Betapro US Dollar Bear Plus ETF",TSX,0,2008-07-24,2013-05-28,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,
86819,HTD,"Horizons Betapro US 30-Yr Bond Bear+ ETF",TSX,1,2008-07-24,2015-09-17,,,2,,,2200,Exchange-Traded Fund,Toronto Stock Exchange,CAD
86824,HSD,"Horizons Betapro S&P 500 Index Bear+ ETF",TSX,1,2008-07-24,2015-09-17,,,2,,,510300,Exchange-Traded Fund,Toronto Stock Exchange,CAD
86825,HQD,"Horizons Betapro NASDAQ100 Bear Plus ETF",TSX,1,2008-07-24,2015-09-17,,,2,,,75000,Exchange-Traded Fund,Toronto Stock Exchange,CAD
87061,AAXJ,"Ishares MSCI All Cntry Asia Ex Japan",OTC,1,2008-08-15,2015-09-17,,,2,,,716800,Exchange-Traded Fund,Nasdaq Global Market,USD
87106,MES,"Market Vectors Gulf States",NYSE,1,2008-08-21,2015-09-17,,,2,,,200,Exchange-Traded Fund,NYSE ARCA,USD
87109,BDG,"DB Base Metals L",NYSE,1,2008-06-18,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
87112,IPD,"SPDR S&P International Cnsmrdscrtnrysctr",NYSE,1,2008-07-25,2015-09-17,,,2,,,17300,Exchange-Traded Fund,NYSE ARCA,USD
87113,IPF,"SPDR S&P International Financial Sector",NYSE,1,2008-07-23,2015-09-17,,,2,,,97800,Exchange-Traded Fund,NYSE ARCA,USD
87114,IPK,"SPDR S&P International Technology Sector",AMEX,1,2008-07-24,2015-09-17,,,2,,,300,Exchange-Traded Fund,NYSE ARCA,USD
87115,IPN,"SPDR S&P International Industrial Sector",AMEX,1,2008-07-25,2015-09-17,,,2,,,12900,Exchange-Traded Fund,NYSE ARCA,USD
87116,IPS,"SPDR S&P International Cnsmr Stpls Sctr",AMEX,1,2008-07-25,2015-09-17,,,2,,,10400,Exchange-Traded Fund,NYSE ARCA,USD
87117,IPU,"SPDR S&P International Utilities Sector",AMEX,1,2008-07-25,2015-09-17,,,2,,,2600,Exchange-Traded Fund,NYSE ARCA,USD
87118,IPW,"SPDR S&P International Energy Sector",NYSE,1,2008-07-25,2015-09-17,,,2,,,4400,Exchange-Traded Fund,NYSE ARCA,USD
87119,IRV,"SPDR S&P International Materials Sector",NYSE,1,2008-07-25,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
87120,IRY,"SPDR S&P International Health Care Sctr",NYSE,1,2008-07-25,2015-09-17,,,2,,,5700,Exchange-Traded Fund,NYSE ARCA,USD
87121,IST,"SPDR S&P International Tlcmmnctns Sctr",NYSE,1,2008-07-25,2015-09-17,,,2,,,1700,Exchange-Traded Fund,NYSE ARCA,USD
87270,AYT,"Barclays GEMS Asia-8",NYSE,1,2008-09-08,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
87372,PAGG,"Powershares Global Agriculture Portfolio",OTC,1,2008-09-23,2015-09-17,,,2,,,400,Exchange-Traded Fund,Nasdaq Global Market,USD
87374,PSAU,"Powershares Global Gld & Prcs Mtls Prtfl",OTC,1,2008-09-23,2015-09-17,,,2,,,11200,Exchange-Traded Fund,Nasdaq Global Market,USD
87548,BZZ,"Ctgrp Fdng Inc Bfr Nt Bd Fn Str SPDR ETF",NYSE,0,2008-10-17,2011-04-21,,,2,,,,Exchange-Traded Fund,,USD
87556,PXR,"Powershares Emerging Infrastructre Prtfl",NYSE,1,2008-10-17,2015-09-17,,,2,,,400,Exchange-Traded Fund,NYSE ARCA,USD
87558,FLM,"First Trust ISE Global Enggand Cnstn Idx",NYSE,1,2008-10-17,2015-09-17,,,2,,,0,Exchange-Traded Fund,NYSE ARCA,USD
87721,HAP,"Market Vectors RVE Hard Assets Prod ETF",NYSE,1,2008-11-11,2015-09-17,,,2,,,11100,Exchange-Traded Fund,NYSE ARCA,USD
87733,AOM,"Ishares Core Mod",NYSE,1,2008-11-11,2015-09-17,,,2,,,83400,Exchange-Traded Fund,NYSE ARCA,USD
87734,TZI,"Ishares S&P Target Date 2025 Index Fund",NYSE,0,2008-11-11,2014-10-14,,,2,,,,Exchange-Traded Fund,,USD
87735,AGZ,"Ishares Barclays Agency Bond Fund",NYSE,1,2008-11-11,2015-09-17,,,2,,,17900,Exchange-Traded Fund,NYSE ARCA,USD
87848,AOK,"Ishares Core Con",NYSE,1,2008-11-19,2015-09-17,,,2,,,28900,Exchange-Traded Fund,NYSE ARCA,USD
87849,AOR,"Ishares Core Gro",NYSE,1,2008-11-19,2015-09-17,,,2,,,279300,Exchange-Traded Fund,NYSE ARCA,USD
87850,SPXL,"Dxn Dl S&P Bul3x",NYSE,1,2008-11-05,2015-09-17,,,2,,,3482100,Exchange-Traded Fund,NYSE ARCA,USD
87851,SPXS,"Dxn Dl S&P Br 3X",NYSE,1,2008-11-19,2015-09-17,,,2,,,10169100,Exchange-Traded Fund,NYSE ARCA,USD
87856,ERX,"Direxion Shs ETF Trustenergy Bull 3X Shs",NYSE,1,2008-11-19,2015-09-17,,,2,,,4002800,Exchange-Traded Fund,NYSE ARCA,USD
87857,ERY,"Direxion Shs ETF Trust Energy Ber 3X Shs",NYSE,1,2008-11-19,2015-09-17,,,2,,,2658500,Exchange-Traded Fund,NYSE ARCA,USD
87858,FAS,"Direxion Shs ETF Trust Fincl Bll 3X Shs",NYSE,1,2008-11-19,2015-09-17,,,2,,,7463800,Exchange-Traded Fund,NYSE ARCA,USD
87859,FAZ,"Direxion Shs ETF Trust Financl Br 3X Shs",NYSE,1,2008-11-19,2015-09-17,,,2,,,7009000,Exchange-Traded Fund,NYSE ARCA,USD
87864,RWW,"Revenueshares Financials Sector Fund",NYSE,1,2008-11-19,2015-09-17,,,2,,,1100,Exchange-Traded Fund,NYSE ARCA,USD
87866,SUB,"Ishares S&P Shrt Trm Ntnl Mncpl Bnd Fnd",NYSE,1,2008-11-19,2015-09-17,,,2,,,66900,Exchange-Traded Fund,NYSE ARCA,USD
87867,TGR,"Ishares S&P Trgt Dt Rtrmnt Incm Idx Fnd",NYSE,0,2008-11-19,2014-10-14,,,2,,,,Exchange-Traded Fund,,USD
87868,TNA,"Direxion Shrs ETF Trst Sml Cp Bll 3X Shs",NYSE,1,2008-11-19,2015-09-17,,,2,,,5010000,Exchange-Traded Fund,NYSE ARCA,USD
87870,TZA,"Direxion Shrs ETF Trst Smll Cp Br 3X Shs",NYSE,1,2008-11-19,2015-09-17,,,2,,,15714000,Exchange-Traded Fund,NYSE ARCA,USD
87871,TZG,"Ishares S&P Target Date 2020 Index Fund",NYSE,0,2008-11-19,2014-10-14,,,2,,,,Exchange-Traded Fund,,USD
87908,HQU,"Horizons Betapro NASDAQ100 Bull Plus ETF",TSX,1,2008-12-01,2015-09-17,,,2,,,31100,Exchange-Traded Fund,Toronto Stock Exchange,CAD
87909,HSU,"Horizons Betapro S&P 500 Index Bull+ ETF",TSX,1,2008-12-01,2015-09-17,,,2,,,297900,Exchange-Traded Fund,Toronto Stock Exchange,CAD
87910,HDU,"Horizons Betapro US Dollar Bull Plus ETF",TSX,0,2008-12-01,2013-05-28,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,
