CsiNumber,Symbol,Name,Exchange,IsActive,StartDate,EndDate,Sector,Industry,ConversionFactor,SwitchCfDate,PreSwitchCf,LastVolume,Type,ChildExchange,Currency
3208,SPY,"SPDR S&P 500 ETF",AMEX,1,1993-01-29,2015-09-17,,,2,2001-01-29,-4,255924400,Exchange-Traded Fund,NYSE ARCA,USD
3754,XLB,"Materials Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,9104600,Exchange-Traded Fund,NYSE ARCA,USD
3755,XLV,"Health Care Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,19136100,Exchange-Traded Fund,NYSE ARCA,USD
3756,XLP,"Consumer Staples Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,13023900,Exchange-Traded Fund,NYSE ARCA,USD
3757,XLY,"Consumer Discretionary Select Sector SPD",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,10088100,Exchange-Traded Fund,NYSE ARCA,USD
3758,XLE,"Energy Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,19752500,Exchange-Traded Fund,NYSE ARCA,USD
3759,XLF,"Financial Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,59563700,Exchange-Traded Fund,NYSE ARCA,USD
3760,XLI,"Industrial Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,18684700,Exchange-Traded Fund,NYSE ARCA,USD
3761,XLK,"Technology Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,16720600,Exchange-Traded Fund,NYSE ARCA,USD
3762,XLU,"Utilities Select Sector SPDR Fund",AMEX,1,1998-12-22,2015-09-17,,,2,2001-01-29,-4,22587200,Exchange-Traded Fund,NYSE ARCA,USD
3763,THRK,"Spdr Russell Ecl",AMEX,1,2000-10-10,2015-09-17,,,2,2001-01-29,-4,3900,Exchange-Traded Fund,NYSE ARCA,USD
6519,RKH,"Mkt Vectr Bk Bro",NYSE,0,2000-06-23,2014-12-12,,,2,2001-01-29,-4,,Exchange-Traded Fund,,USD
13059,MDY,"S&P Midcap Dep Recpts",AMEX,1,1995-08-18,2015-09-17,,,2,2001-01-29,-4,1141000,Exchange-Traded Fund,NYSE ARCA,USD
13166,EWA,"Ishares MSCI Australia ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,5531500,Exchange-Traded Fund,NYSE ARCA,USD
13167,EWC,"Ishares MSCI Canada ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,2691700,Exchange-Traded Fund,NYSE ARCA,USD
13168,EWD,"Ishares MSCI Sweden ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,1261900,Exchange-Traded Fund,NYSE ARCA,USD
13169,EWG,"Ishares MSCI Germany ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,10518000,Exchange-Traded Fund,NYSE ARCA,USD
13170,EWH,"Ishares MSCI Hong Kong ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,3903600,Exchange-Traded Fund,NYSE ARCA,USD
13171,EWI,"Ishares MSCI Italy Capped ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,2861100,Exchange-Traded Fund,NYSE ARCA,USD
13172,EWJ,"Ishares MSCI Japan Index",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,70926100,Exchange-Traded Fund,NYSE ARCA,USD
13173,EWK,"Ishares MSCI Belgium Capped ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,130200,Exchange-Traded Fund,NYSE ARCA,USD
13174,EWL,"Ishares MSCI Switzerland Cppd Indx Fd",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,971800,Exchange-Traded Fund,NYSE ARCA,USD
13175,EWM,"Ishares MSCI Malaysia ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,2850000,Exchange-Traded Fund,NYSE ARCA,USD
13176,EWN,"Ishares MSCI Netherlands Investable Mark",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,359600,Exchange-Traded Fund,NYSE ARCA,USD
13177,EWO,"Ishares MSCI Austria Capped ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,36700,Exchange-Traded Fund,NYSE ARCA,USD
13178,EWP,"Ishares MSCI Spain Capped Index Fund",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,1392100,Exchange-Traded Fund,NYSE ARCA,USD
13179,EWQ,"Ishares MSCI France ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,1773400,Exchange-Traded Fund,NYSE ARCA,USD
13180,EWS,"Ishares MSCI Singapore ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,1181200,Exchange-Traded Fund,NYSE ARCA,USD
13181,EWU,"Ishares MSCI United Kingdom Etf",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,5089400,Exchange-Traded Fund,NYSE ARCA,USD
13182,EWW,"Ishares MSCI Mexico Capped ETF",NYSE,1,1996-04-01,2015-09-17,,,2,2001-01-29,-4,4965900,Exchange-Traded Fund,NYSE ARCA,USD
13231,BBH,"Mkt Vectors Biot",AMEX,1,1999-11-23,2015-09-17,,,2,2001-01-29,-4,151300,Exchange-Traded Fund,NYSE ARCA,USD
13284,DIA,"SPDR Dow Jones Industrial Average ETF Tr",NYSE,1,1998-01-20,2015-09-17,,,2,2001-01-29,-4,14230600,Exchange-Traded Fund,NYSE ARCA,USD
13320,EWT,"Ishares MSCI Taiwan ETF",NYSE,1,2000-06-23,2015-09-17,,,2,2001-01-29,-4,12481900,Exchange-Traded Fund,NYSE ARCA,USD
13341,QQQ,"Powershares QQQ",OTC,1,1999-03-10,2015-09-17,,,2,2001-01-29,-4,55958500,Exchange-Traded Fund,Nasdaq Global Market,USD
13384,PPH,"Mkt Vectr Pharma",NYSE,1,2000-02-01,2015-09-17,,,2,2001-01-29,-4,107400,Exchange-Traded Fund,NYSE ARCA,USD
13406,EWY,"Ishares MSCI South Korea Cppd Indx Fd",NYSE,1,2000-05-12,2015-09-17,,,2,2001-01-29,-4,5304000,Exchange-Traded Fund,NYSE ARCA,USD
13409,IVE,"Ishares S&P 500/BARRA Value Index Fund",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,1068900,Exchange-Traded Fund,NYSE ARCA,USD
13410,IVW,"Ishares S&P 500/BARRA Growth Index Fund",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,1223400,Exchange-Traded Fund,NYSE ARCA,USD
13411,IWD,"Ishares Russell 1000 Value Index Fund",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,2366400,Exchange-Traded Fund,NYSE ARCA,USD
13412,IWF,"Ishares Russell 1000 Growth Index Fund",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,2168500,Exchange-Traded Fund,NYSE ARCA,USD
13413,IWM,"Ishares Russell 2000 Index Fund",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,49989200,Exchange-Traded Fund,NYSE ARCA,USD
13414,IWV,"Ishares Russell 3000 Index Fund",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,294200,Exchange-Traded Fund,NYSE ARCA,USD
13415,IYF,"Ishares Tr DJ US Fincl Sect",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,349100,Exchange-Traded Fund,NYSE ARCA,USD
13416,IYZ,"Ishares Tr DJ US Telecom Sect",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,545200,Exchange-Traded Fund,NYSE ARCA,USD
13417,IJR,"Ishares Core S&P Small Cap",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,435800,Exchange-Traded Fund,NYSE ARCA,USD
13418,SMH,"Market Vectors Semiconductor ETF",NYSE,1,2000-06-05,2015-09-17,,,2,2000-09-25,-4,2804700,Exchange-Traded Fund,NYSE ARCA,USD
13420,IYW,"Ishares Tr DJ US Technology Idx",NYSE,1,2000-05-19,2015-09-17,,,2,2001-01-29,-4,318100,Exchange-Traded Fund,NYSE ARCA,USD
13421,IJH,"Ishares S&P Midcap 400 Index",NYSE,1,2000-05-26,2015-09-17,,,2,2001-01-29,-4,760600,Exchange-Traded Fund,NYSE ARCA,USD
13422,IVV,"Ishares Core S&P 500",NYSE,1,2000-05-19,2015-09-17,,,2,2001-01-29,-4,8791400,Exchange-Traded Fund,NYSE ARCA,USD
13423,IWB,"Ishares Russell 1000 Index Fund",NYSE,1,2000-05-19,2015-09-17,,,2,2000-09-25,-4,1664700,Exchange-Traded Fund,NYSE ARCA,USD
13424,IDU,"Ishares Tr DJ US Utility Sect Index",NYSE,1,2000-06-20,2015-09-17,,,2,2001-01-29,-4,165900,Exchange-Traded Fund,NYSE ARCA,USD
13425,IYY,"Ishares Tr DJ US Total Market Index",NYSE,1,2000-06-16,2015-09-17,,,2,2001-01-29,-4,40800,Exchange-Traded Fund,NYSE ARCA,USD
13426,IYJ,"Ishares Tr DJ US Industrial Index",NYSE,1,2000-07-14,2015-09-17,,,2,2001-01-29,-4,44400,Exchange-Traded Fund,NYSE ARCA,USD
13427,IYH,"Ishares Tr DJ US Healthcare Index",NYSE,1,2000-06-16,2015-09-17,,,2,2001-01-29,-4,325100,Exchange-Traded Fund,NYSE ARCA,USD
13428,IYG,"Ishares Tr DJ US Financial Index",NYSE,1,2000-06-21,2015-09-17,,,2,2001-01-29,-4,101800,Exchange-Traded Fund,NYSE ARCA,USD
13430,IYC,"Ishares Tr DJ US Services Index",NYSE,1,2000-06-28,2015-09-17,,,2,2001-01-29,-4,55200,Exchange-Traded Fund,NYSE ARCA,USD
13432,IYM,"Ishares Tr DJ US Basic Materials Index",NYSE,1,2000-06-20,2015-09-17,,,2,2001-01-29,-4,204100,Exchange-Traded Fund,NYSE ARCA,USD
13434,IYK,"Ishares DJ US Cons Goods Index",NYSE,1,2000-06-16,2015-09-17,,,2,2001-01-29,-4,26100,Exchange-Traded Fund,NYSE ARCA,USD
13449,IYE,"Ishares Tr DJ US Energy Sect",NYSE,1,2000-06-16,2015-09-17,,,2,2001-01-29,-4,1122700,Exchange-Traded Fund,NYSE ARCA,USD
13450,IYR,"Ishares Tr DJ US Real Estate Sect",NYSE,1,2000-06-19,2015-09-17,,,2,2000-09-25,-4,23244000,Exchange-Traded Fund,NYSE ARCA,USD
13474,EWZ,"Ishares MSCI Brazil Capped Index Fund",NYSE,1,2000-07-14,2015-09-17,,,2,2001-01-29,-4,16974500,Exchange-Traded Fund,NYSE ARCA,USD
13488,IWN,"Ishares Russell 2000 Value Index Fund",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,1357700,Exchange-Traded Fund,NYSE ARCA,USD
13489,IUSV,"Ish Cr Us Vl Etf",NYSE,1,2000-08-04,2015-09-17,,,2,2001-01-29,-4,29300,Exchange-Traded Fund,NYSE ARCA,USD
13490,IEV,"Ishares S&P Europe 350 Index Fund",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,794900,Exchange-Traded Fund,NYSE ARCA,USD
13491,IWO,"Ishares Russell 2000 Growth Index Fund",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,1875500,Exchange-Traded Fund,NYSE ARCA,USD
13492,IUSG,"Ish Cr Us Gr Etf",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,82200,Exchange-Traded Fund,NYSE ARCA,USD
13493,IJK,"Ishares S&P Midcap 400/BARR Growth Ix Fd",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,152200,Exchange-Traded Fund,NYSE ARCA,USD
13494,IJJ,"Ishares S&P Midcap 400/BARRA Value Ix Fd",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,57200,Exchange-Traded Fund,NYSE ARCA,USD
13495,IJT,"Ishares S&P Smcap 600/BARRA Growth Ix Fd",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,103500,Exchange-Traded Fund,NYSE ARCA,USD
13496,IJS,"Ishares S&P Smcap 600/BARRA Value Ix Fd",NYSE,1,2000-07-28,2015-09-17,,,2,2001-01-29,-4,90500,Exchange-Traded Fund,NYSE ARCA,USD
13500,SLYG,"Spdr S&P600 Scg",NYSE,1,2000-10-02,2015-09-17,,,2,2001-01-29,-4,98700,Exchange-Traded Fund,NYSE ARCA,USD
13501,DGT,"Spdr Global Dow",NYSE,1,2000-10-02,2015-09-17,,,2,2001-01-29,-4,1400,Exchange-Traded Fund,NYSE ARCA,USD
13502,SLYV,"Spdr S&P600 Scv",NYSE,1,2000-10-02,2015-09-17,,,2,2001-01-29,-4,22000,Exchange-Traded Fund,NYSE ARCA,USD
13503,SPYG,"Spdr S&P500 Grt",NYSE,1,2000-10-02,2015-09-17,,,2,2001-01-29,-4,26000,Exchange-Traded Fund,NYSE ARCA,USD
13504,SPYV,"Spdr S&P500 Val",NYSE,1,2000-10-02,2015-09-17,,,2,2001-01-29,-4,4900,Exchange-Traded Fund,NYSE ARCA,USD
13506,MTK,"SPDR MS TECH",NYSE,1,2000-10-02,2015-09-17,,,2,2001-01-29,-4,7600,Exchange-Traded Fund,NYSE ARCA,USD
13519,IBB,"Ishares Nasdaq Biotechnology",OTC,1,2001-02-12,2015-09-17,,,2,2001-04-09,-4,2217300,Exchange-Traded Fund,Nasdaq Global Market,USD
13520,EZU,"Ish Msci Emu Etf",NYSE,1,2000-07-31,2015-09-17,,,2,2001-04-09,-4,11990800,Exchange-Traded Fund,NYSE ARCA,USD
13521,IOO,"ISHARES S&P GLBL 100 IDX FD",NYSE,1,2000-12-08,2015-09-17,,,2,2001-04-09,-4,36600,Exchange-Traded Fund,NYSE ARCA,USD
13522,OEF,"ISHARES S&P 100 INDEX FD",AMEX,1,2000-10-27,2015-09-17,,,2,2001-04-09,-4,3873200,Exchange-Traded Fund,NYSE ARCA,USD
13523,ICF,"ISHARES TR COHEN & STEERS RLTY",AMEX,1,2001-02-02,2015-09-17,,,2,2001-04-09,-4,321900,Exchange-Traded Fund,NYSE ARCA,USD
13524,OIH,"Mkt Vect Oil Ser",NYSE,1,2001-02-26,2015-09-17,,,2,2001-04-09,-4,6131000,Exchange-Traded Fund,NYSE ARCA,USD
13540,RTH,"Mkt Vectr Retail",NYSE,1,2001-05-17,2015-09-17,,,2,,,79400,Exchange-Traded Fund,NYSE ARCA,USD
13541,VTI,"VANGUARD TOT STK MKT IDX VIPER",AMEX,1,2001-06-15,2015-09-17,,,2,,,4723700,Exchange-Traded Fund,NYSE ARCA,USD
13545,IGV,"Ishr S&P Gs Sftw",NYSE,1,2001-07-17,2015-09-17,,,2,,,95300,Exchange-Traded Fund,NYSE ARCA,USD
13549,IWP,"ISHARES TR RUSSELL MID CAP GRW",AMEX,1,2001-08-02,2015-09-17,,,2,,,210900,Exchange-Traded Fund,NYSE ARCA,USD
13550,IWS,"ISHARES TR RUSSELL MID CAP VAL",AMEX,1,2001-08-02,2015-09-17,,,2,,,900900,Exchange-Traded Fund,NYSE ARCA,USD
13552,EFA,"ISHARES MSCI EAFE IDX FD",NYSE,1,2001-08-27,2015-09-17,,,2,,,24045400,Exchange-Traded Fund,NYSE ARCA,USD
13553,IGN,"Ishr S&P Gsti Nw",NYSE,1,2001-08-27,2015-09-17,,,2,,,9200,Exchange-Traded Fund,NYSE ARCA,USD
13554,IWR,"ISHARES TR RUSSELL MID CAP IDX",AMEX,1,2001-08-27,2015-09-17,,,2,,,382600,Exchange-Traded Fund,NYSE ARCA,USD
13555,RWR,"SPDR DJ WS REIT",NYSE,1,2001-08-27,2015-09-17,,,2,,,272900,Exchange-Traded Fund,NYSE ARCA,USD
13556,IGM,"Ishr S&P Gsti Tc",NYSE,1,2001-03-19,2015-09-17,,,2,,,13700,Exchange-Traded Fund,NYSE ARCA,USD
13578,IGE,"Ishr S&P Gsti Nt",NYSE,1,2001-11-26,2015-09-17,,,2,,,528400,Exchange-Traded Fund,NYSE ARCA,USD
13579,IXC,"ISHARES TR S&P GLB ENERGY IDX",NYSE,1,2001-11-26,2015-09-17,,,2,,,108600,Exchange-Traded Fund,NYSE ARCA,USD
13580,IXG,"ISHARES TR S&P GLB FINCLS IDX",NYSE,1,2001-11-26,2015-09-17,,,2,,,11300,Exchange-Traded Fund,NYSE ARCA,USD
13581,IXJ,"ISHARES TR S&P GLB HC IDX",NYSE,1,2001-11-26,2015-09-17,,,2,,,69500,Exchange-Traded Fund,NYSE ARCA,USD
13582,IXN,"ISHARES TR S&P GLB INFOTEC IDX",NYSE,1,2001-11-26,2015-09-17,,,2,,,16000,Exchange-Traded Fund,NYSE ARCA,USD
13583,IXP,"ISHARES TR S&P GLB TELECOM IDX",NYSE,1,2001-11-26,2015-09-17,,,2,,,14800,Exchange-Traded Fund,NYSE ARCA,USD
13588,VXF,"Vanguard Extended Market Index ETF",AMEX,1,2002-01-04,2015-09-17,,,2,,,174200,Exchange-Traded Fund,NYSE ARCA,USD
13959,EPP,"ISHARES MSCI PAC EX-JAP IDX FD",NYSE,1,2001-10-26,2015-09-17,,,2,,,515600,Exchange-Traded Fund,NYSE ARCA,USD
13963,IEF,"ISHARES TR LEH 7-10YR TRES BD",AMEX,1,2002-07-30,2015-09-17,,,2,,,2250300,Exchange-Traded Fund,NYSE ARCA,USD
13964,SHY,"Ishares Barclays 1-3 Year Treasury Bond",AMEX,1,2002-07-30,2015-09-17,,,2,,,1268200,Exchange-Traded Fund,NYSE ARCA,USD
13965,LQD,"ISHARES IBOXX CP BD",AMEX,1,2002-07-30,2015-09-17,,,2,,,4106700,Exchange-Traded Fund,NYSE ARCA,USD
13966,TLT,"ISHARES TR LEH 20+ YR TRES BD",AMEX,1,2002-07-30,2015-09-17,,,2,,,18520500,Exchange-Traded Fund,NYSE ARCA,USD
16788,ISF,"ISH COREFTSE100",LSE,1,2000-06-14,2015-09-17,,,3,2014-02-02,-1,3810500,Exchange-Traded Fund,London Stock Exchange,GBp
17761,XIU,"Ishares S&P/TSX 60 Index ETF",TSX,1,1999-10-04,2015-09-17,,,2,,,11149100,Exchange-Traded Fund,Toronto Stock Exchange,CAD
19734,FEZ,"Fresco DJ Euro STOXX 50",NYSE,1,2002-10-21,2015-09-17,,,2,,,3904400,Exchange-Traded Fund,NYSE ARCA,USD
19735,FEU,"Fresco DJ STOXX 50",NYSE,1,2002-10-21,2015-09-17,,,2,,,18000,Exchange-Traded Fund,NYSE ARCA,USD
19892,NYC,"ISHARES NYSE COMPOSITE",NYSE,0,2004-04-02,2014-10-14,,,2,,,,Exchange-Traded Fund,,USD
19893,NY,"ISHARES NYSE 100 INDEX FD",NYSE,0,2004-04-02,2014-10-14,,,2,,,,Exchange-Traded Fund,,USD
38475,XSB,"Ishares Canada Short Term Bond Index ETF",TSX,1,2000-11-23,2015-09-17,,,2,,,39000,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38476,XBB,"Ishares Canadian Universe Bond Index ETF",TSX,1,2000-11-23,2015-09-17,,,2,,,48800,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38490,XIC,"Ishares Core S&P/TSX Capd Comp Index ETF",TSX,1,2001-02-22,2015-09-17,,,2,,,157400,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38499,XMD,"Ishares S&P/TSX Completion Index ETF",TSX,1,2001-03-08,2015-09-17,,,2,,,8600,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38506,XEG,"Ishares S&P/TSX Capped Energy Index ETF",TSX,1,2001-03-23,2015-09-17,,,2,,,1522900,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38507,XIT,"Ishares S&P/TSX Capped Info Tech Inx ETF",TSX,1,2001-03-23,2015-09-17,,,2,,,1700,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38508,XFN,"Ishares S&P/TSX Capped Financials Ix ETF",TSX,1,2001-03-29,2015-09-17,,,2,,,99500,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38509,XGD,"Ishares S&P/TSX Global Gold Index ETF",TSX,1,2001-03-29,2015-09-17,,,2,,,449900,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38556,XRE,"Ishares S&P/TSX Capped REIT Index ETF",TSX,1,2002-10-22,2015-09-17,,,2,,,463700,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38574,XSP,"Ishares Core S&P 500 Index ETF Hedged",TSX,1,2002-04-15,2015-09-17,,,2,,,471600,Exchange-Traded Fund,Toronto Stock Exchange,CAD
38810,CLO,"Ishares Oil Sands Index ETF",TSX,0,2006-10-27,2015-08-27,,,2,,,,Exchange-Traded Fund,Toronto Stock Exchange,CAD
48055,IEUR,"ISHARES PLC",LSE,1,2001-01-26,2015-09-17,,,3,2014-02-02,-1,100,Exchange-Traded Fund,London Stock Exchange,GBp
49674,ADRA,"BLDRS ASIA 50 ADR IDX FD",OTC,1,2002-11-14,2015-09-17,,,2,,,700,Exchange-Traded Fund,Nasdaq Global Market,USD
49675,ADRD,"BLDRS DEV MKTS 100 ADR IDX FD",OTC,1,2002-11-14,2015-09-17,,,2,,,800,Exchange-Traded Fund,Nasdaq Global Market,USD
49676,ADRE,"BLDRS EMER MKTS 50 ADR IDX FD",OTC,1,2002-11-14,2015-09-17,,,2,,,4100,Exchange-Traded Fund,Nasdaq Global Market,USD
49677,ADRU,"BLDRS EUROPE 100 ADR IDX FD",OTC,1,2002-11-14,2015-09-17,,,2,,,3200,Exchange-Traded Fund,Nasdaq Global Market,USD
51115,LQDE,"Ishare Investop IE",LSE,1,2004-01-20,2015-09-17,,,2,,,47600,Exchange-Traded Fund,London Stock Exchange,USD
51195,MIDD,"ISHARES FTSE250 IE",LSE,1,2004-05-20,2015-09-17,,,2,,,104000,Exchange-Traded Fund,London Stock Exchange,GBp
51196,SLXX,"ISHRC CORP",LSE,1,2004-05-20,2015-09-17,,,2,,,32800,Exchange-Traded Fund,London Stock Exchange,GBP
55026,ONEQ,"FIDELITY NQ COMP IDX FD ETF",OTC,1,2003-10-01,2015-09-17,,,2,,,24700,Exchange-Traded Fund,Nasdaq Global Market,USD
55376,PWC,"POWERSHARES ETF Dynamic Mkt",NYSE,1,2003-05-01,2015-09-17,,,2,,,1700,Exchange-Traded Fund,NYSE ARCA,USD
55377,DWAQ,"Powershares Ecl",NYSE,1,2003-05-01,2015-09-17,,,2,,,32300,Exchange-Traded Fund,NYSE ARCA,USD
56064,EEM,"ISHARES MSCI EMERG MKTS IDX FD",NYSE,1,2003-04-14,2015-09-17,,,2,,,105221800,Exchange-Traded Fund,NYSE ARCA,USD
56067,RSP,"Guggenheim S&P 500 Equal Weight ETF",NYSE,1,2003-05-01,2015-09-17,,,2,,,1668900,Exchange-Traded Fund,NYSE ARCA,USD
56068,ILF,"ISHARES TR S&P LAT AMER 40 IDX",NYSE,1,2001-10-26,2015-09-17,,,2,,,862600,Exchange-Traded Fund,NYSE ARCA,USD
56069,EZA,"ISHARES MSCI S AFRICA IDX FD",NYSE,1,2003-02-07,2015-09-17,,,2,,,807800,Exchange-Traded Fund,NYSE ARCA,USD
56078,FVL,"FIRST TRUST VALUE LINE 100 FD",NYSE,1,2003-07-15,2015-09-17,,,2,,,2500,Exchange-Traded Fund,NYSE ARCA,USD
56098,AGG,"Ishares Core Etf",AMEX,1,2003-09-29,2015-09-17,,,2,,,1955400,Exchange-Traded Fund,NYSE ARCA,USD
56137,FVD,"FT VAL LINE DIVD",NYSE,1,2003-10-09,2015-09-17,,,2,,,102200,Exchange-Traded Fund,NYSE ARCA,USD
56143,JPXN,"Ishares Jpx Nk",NYSE,1,2001-10-26,2015-09-17,,,2,,,6000,Exchange-Traded Fund,NYSE ARCA,USD
56207,IYT,"ISHARES DJIT INDEX FD",NYSE,1,2004-01-02,2015-09-17,,,2,,,267000,Exchange-Traded Fund,NYSE ARCA,USD
56219,ITOT,"Ishr Cr S&P Ttl",NYSE,1,2004-01-23,2015-09-17,,,2,,,169600,Exchange-Traded Fund,NYSE ARCA,USD
56222,VDC,"VANGUARD CONSUM STAPLES VIPERS",AMEX,1,2004-01-30,2015-09-17,,,2,,,81200,Exchange-Traded Fund,NYSE ARCA,USD
56223,VFH,"VANGUARD FINANCIALS ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,367800,Exchange-Traded Fund,NYSE ARCA,USD
56224,VHT,"VANGUARD HEALTH CARE ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,283800,Exchange-Traded Fund,NYSE ARCA,USD
56225,VGT,"VANGUARD INFO TECH ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,335800,Exchange-Traded Fund,NYSE ARCA,USD
56226,VAW,"VANGUARD MATERIALS ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,111900,Exchange-Traded Fund,NYSE ARCA,USD
56227,VPU,"VANGUARD UTILITIES ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,158900,Exchange-Traded Fund,NYSE ARCA,USD
56228,VUG,"VANGUARD GROWTH VIPERS",AMEX,1,2004-01-30,2015-09-17,,,2,,,603100,Exchange-Traded Fund,NYSE ARCA,USD
56229,VTV,"VANGUARD VALUE ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,2031100,Exchange-Traded Fund,NYSE ARCA,USD
56230,VB,"VANGUARD SMALL CAP ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,549000,Exchange-Traded Fund,NYSE ARCA,USD
56231,VBK,"VANGUARD SM CAP GRW ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,151100,Exchange-Traded Fund,NYSE ARCA,USD
56232,VV,"VANGUARD LG CAP ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,461600,Exchange-Traded Fund,NYSE ARCA,USD
56233,VBR,"VANGUARD SM CAP VAL ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,192300,Exchange-Traded Fund,NYSE ARCA,USD
56234,VO,"VANGUARD MID CAP ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,386600,Exchange-Traded Fund,NYSE ARCA,USD
56235,VCR,"VANGUARD CONSUM DISCRET ETF",AMEX,1,2004-01-30,2015-09-17,,,2,,,86900,Exchange-Traded Fund,NYSE ARCA,USD
56291,FVI,"FIRST TR/VAL LN & IBBOTS EQ AL",NYSE,0,2004-04-28,2015-01-08,,,2,,,,Exchange-Traded Fund,,USD
56357,OOO,"STREETTRACKS SPDR O-STRIP ETF",AMEX,0,2004-09-15,2006-09-29,,,2,,,,Exchange-Traded Fund,,USD
56365,VDE,"VANGUARD ENER ETF",AMEX,1,2004-09-29,2015-09-17,,,2,,,798600,Exchange-Traded Fund,NYSE ARCA,USD
56366,VIS,"Vanguard Industrials ETF",AMEX,1,2004-09-29,2015-09-17,,,2,,,80100,Exchange-Traded Fund,NYSE ARCA,USD
56367,VOX,"VANGUARD WORLD TELECOM ETF",AMEX,1,2004-09-29,2015-09-17,,,2,,,36700,Exchange-Traded Fund,NYSE ARCA,USD
56368,VNQ,"VANGUARD SPEC FDS REIT ETF",AMEX,1,2004-09-29,2015-09-17,,,2,,,6337700,Exchange-Traded Fund,NYSE ARCA,USD
56385,PGJ,"Ps Gld Drg China",NYSE,1,2004-12-09,2015-09-17,,,2,,,23700,Exchange-Traded Fund,NYSE ARCA,USD
56386,PEY,"POWERSHARES HI YLD EQ DIV ACHV",NYSE,1,2004-12-09,2015-09-17,,,2,,,51000,Exchange-Traded Fund,NYSE ARCA,USD
